files_changed,lines_added,lines_deleted,churn,test_count,test_failures,coverage,pipeline_duration_s,jobs_total,message_length,prev_7d_failure_rate,prev_30d_failure_rate,flaky_tests_count,infra_alerts_count,artifact_size_mb,cache_hit_rate,security_alerts_count,hour,churn_per_file,test_fail_rate,author_experience_log,had_hotfix_keyword,dependency_updates,is_weekend,repo_auth-service,repo_cdn-orchestrator,repo_data-platform,repo_edge-gateway,repo_observability-hub,repo_payments-api,trigger_manual,trigger_pull_request,trigger_push,trigger_schedule,trigger_tag,runner_os_macos-14,runner_os_ubuntu-22.04,runner_os_windows-2022,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,author_engineer_01,author_engineer_02,author_engineer_03,author_engineer_04,author_engineer_05,author_engineer_06,author_engineer_07,author_engineer_08,author_engineer_09,author_engineer_10,author_engineer_11,author_engineer_12,author_engineer_13,author_engineer_14,author_engineer_15,author_engineer_16,author_engineer_17,author_engineer_18,author_engineer_19,author_engineer_20,author_engineer_21,author_engineer_22,author_engineer_23,author_engineer_24,author_engineer_25,author_engineer_26,author_engineer_27,author_engineer_28,author_engineer_29,author_engineer_30,author_engineer_31,author_engineer_32,author_engineer_33,author_engineer_34,author_engineer_35,author_engineer_36,author_engineer_37,author_engineer_38,author_engineer_39,author_engineer_40,success
5,142.0,82.0,224.0,119,0,70.97336338099748,353.0,11,11,0.1898697207252208,0.0854946623148194,0,0,1200.0,0.7764543819342269,0,19,44.8,0.0,2.995732273553991,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,769.0,31.0,800.0,8,0,61.22888601430519,781.0,13,68,0.1075233925434112,0.1221407007101781,2,1,1200.0,0.5455742326572329,0,19,800.0,0.0,3.258096538021482,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,124.0,189.0,313.0,79,2,70.39920789745497,1046.0,10,65,0.1473453869133431,0.2362927453862335,0,1,552.804824658051,0.7630043647311234,1,20,31.3,0.0253164556962025,3.6635616461296463,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,77.0,205.0,282.0,63,1,60.29828791434266,366.0,12,192,0.150926332039829,0.334819527559175,0,1,763.6719106821986,0.5505485179012629,0,20,56.4,0.0158730158730158,4.691347882229144,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,22.0,373.0,395.0,66,2,96.92151889149756,132.0,5,92,0.1736020692512171,0.0912170527190911,1,0,1132.396722554506,0.5791671181017982,0,20,39.5,0.0303030303030303,4.867534450455582,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,276.0,30.0,306.0,57,2,72.44179248573188,448.0,6,95,0.3910231169305161,0.2057396947120016,1,0,777.5688469136196,0.8580415220442179,0,21,51.0,0.0350877192982456,3.1354942159291497,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,212.0,672.0,884.0,21,0,78.78638915039991,301.0,7,164,0.1005397900680428,0.2333415316250192,0,0,1200.0,0.5564002569211531,0,21,176.8,0.0,2.995732273553991,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,50.0,258.0,308.0,22,0,86.72404411723093,299.0,10,63,0.1477252673419047,0.1392571191092351,0,0,1200.0,0.5411632992341554,0,21,11.0,0.0,4.382026634673881,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,16.96,122.0,134.0,276,1,84.36668245039323,94.0,23,28,0.5784163075821703,0.1598622920127628,0,0,460.8534872556373,0.5474410433046519,0,22,33.5,0.0036231884057971,3.970291913552122,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,259.0,160.0,419.0,43,0,100.0,140.0,12,192,0.3132133725707535,0.3337804636789681,0,0,1200.0,0.7445199621071386,0,22,19.952380952380956,0.0,2.8903717578961645,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,33.0,274.0,307.0,14,1,64.15097529610617,181.0,6,148,0.1246071852055164,0.1316861471649227,0,0,579.2480890966033,0.4566299016605152,1,22,76.75,0.0714285714285714,3.784189633918261,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,119.0,156.0,275.0,105,1,62.459914586383775,517.0,23,129,0.4103220174460953,0.0317831647282996,0,1,911.7700502011652,0.6685914679087196,0,23,91.66666666666669,0.0095238095238095,2.70805020110221,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,312.0,308.0,620.0,311,0,75.72212346130682,409.0,24,98,0.3708844607544804,0.4472221233171299,0,0,1200.0,0.6730130774555395,0,23,62.0,0.0,4.543294782270004,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,247.0,290.0,537.0,127,1,86.83040192978291,441.0,8,107,0.2433947062779723,0.1253166823274539,1,1,1200.0,0.4785262980857164,0,23,107.4,0.0078740157480314,3.4339872044851463,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,111.0,12.98,118.0,58,0,54.8327943480144,598.0,3,77,0.2062888149242059,0.1608006064427057,0,0,1200.0,0.4916568966053731,0,0,29.5,0.0,2.3978952727983707,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,86.0,31.0,117.0,20,0,66.36595621234214,155.0,4,47,0.1390826435196374,0.1299897002998944,0,0,710.3298190420846,0.6366089868178813,0,0,117.0,0.0,3.4657359027997265,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,27.0,73.0,100.0,80,1,63.65048097395692,56.0,6,222,0.4260140880347032,0.1889246391494204,1,0,1200.0,0.6775188568804232,0,0,16.666666666666668,0.0125,2.5649493574615367,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,269.0,12.98,280.0,54,2,56.08050779409339,310.0,11,228,0.4226507406130019,0.2184715380409094,0,0,357.0821336513305,0.6097624854778537,0,1,280.0,0.037037037037037,4.68213122712422,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,230.0,120.0,350.0,16,1,85.35842839344743,1168.0,5,63,0.2073813294380461,0.0391412222087773,0,0,659.589974305839,0.6105694238768554,0,1,87.5,0.0625,4.143134726391533,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,19.0,338.0,357.0,138,2,100.0,519.0,16,56,0.1287716526938971,0.1416720763525664,0,0,1200.0,0.4094437766760109,0,1,51.0,0.0144927536231884,3.9889840465642745,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,33.0,1094.0,1127.0,70,2,93.58544396261976,283.0,11,180,0.0918642410041379,0.234416493760679,0,1,1078.6258476157775,0.5432809733088128,0,2,187.83333333333331,0.0285714285714285,2.833213344056216,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,73.0,92.0,165.0,79,0,78.38690295712314,517.0,15,8,0.3705581304544399,0.2772401407429577,0,0,1200.0,0.3613359115927547,0,2,9.166666666666666,0.0,4.875197323201151,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,208.0,183.0,391.0,46,0,82.82218524756759,94.0,8,112,0.5987224083611866,0.0075441781692592,0,1,1200.0,0.6105694238768554,0,2,195.5,0.0,3.4339872044851463,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,2153.0,227.0,2380.0,157,0,60.313693152700246,144.0,13,39,0.0277213295281971,0.1232022255777586,0,0,456.2967426417098,0.6906797281964997,0,3,264.44444444444446,0.0,4.276666119016055,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,652.0,208.0,860.0,126,0,82.60758483708955,44.0,4,52,0.1771510528095658,0.1271573438897395,0,1,1200.0,0.7336233569978552,1,3,86.0,0.0,3.4011973816621555,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,78.0,245.0,323.0,55,0,60.136634575611446,163.0,4,140,0.4531199845884814,0.065544474905886,1,0,1097.536429295012,0.6829117112537515,0,3,64.6,0.0,3.332204510175204,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,106.0,929.0,1035.0,47,1,60.736128213967845,425.0,6,29,0.1115817955448514,0.2795634008057579,1,0,956.840626124052,0.5223500354847102,0,4,79.61538461538461,0.0212765957446808,3.610917912644224,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,396.0,133.0,529.0,62,1,95.15412880745764,332.0,13,65,0.1877119900351252,0.1519896696621108,0,0,822.4396521032162,0.5608098286680231,0,4,264.5,0.0161290322580645,3.1354942159291497,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2358.08,103.0,2465.0,92,1,72.44179248573188,528.0,79,104,0.1353457775137516,0.1291992362384153,1,0,1200.0,0.6018279491977567,0,4,2465.0,0.0108695652173913,3.784189633918261,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,67.0,76.0,143.0,50,0,66.89994914691927,342.0,5,75,0.2084323952766778,0.055996276359864,0,0,497.77836605762906,0.3156785786141352,0,5,35.75,0.0,3.8501476017100575,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,723.0,177.0,900.0,68,0,75.3504037568013,50.0,7,90,0.3713553396956898,0.4010379804265432,0,1,596.8911171554669,0.6223409813977436,0,5,128.57142857142858,0.0,4.110873864173311,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,90.0,22.0,112.0,46,0,75.162512930099,337.0,5,142,0.1490922686631154,0.1649777552479816,0,0,1200.0,0.6075359916484907,0,5,28.0,0.0,4.356708826689592,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,250.0,35.0,285.0,46,0,78.47165827961715,837.0,6,106,0.3344268082571962,0.3334082927764509,1,0,1055.27283948411,0.7887113913675005,0,6,40.71428571428572,0.0,2.3978952727983707,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,136.0,77.0,213.0,90,0,83.40322749692113,260.0,15,214,0.1673406976977038,0.2933554985504711,0,0,812.3741219884723,0.7805402698633604,0,6,71.0,0.0,2.9444389791664403,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,58.0,137.0,195.0,30,2,56.93287332455191,264.0,6,63,0.5636420267068337,0.1300920377252084,1,0,941.3322714637688,0.2441770449830768,0,6,19.5,0.0666666666666666,2.302585092994046,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,602.0,18.0,620.0,44,1,85.21602890898149,137.0,8,55,0.6358246080356889,0.4743105228180281,1,0,593.6411163990784,0.4072173703538129,0,7,103.33333333333331,0.0227272727272727,3.1354942159291497,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,215.0,28.0,243.0,70,0,97.68209302679332,306.0,10,117,0.3818531101716111,0.3728688421563625,0,0,1200.0,0.621143031549997,0,7,30.375,0.0,2.4849066497880004,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,267.0,236.0,503.0,26,1,68.93556755343398,56.0,5,238,0.2376042531607606,0.1896522726075153,0,1,580.8631375320391,0.5214168308529854,0,7,83.83333333333333,0.0384615384615384,2.4849066497880004,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1084.0,72.0,1156.0,14,0,60.6338983529635,68.0,22,13,0.2457641015885081,0.3175240393114344,1,0,1200.0,0.8616580477066591,0,8,144.5,0.0,3.8501476017100575,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,93.0,19.0,112.0,49,0,66.58655410625472,301.0,13,238,0.3492011318506461,0.1422531267235117,1,0,544.7993711429776,0.6861381115785722,0,8,37.333333333333336,0.0,4.430816798843313,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1662.0,119.0,1781.0,366,0,56.24733425951157,170.0,4,114,0.2837873941395341,0.0790046298747034,0,0,1004.5411987762068,0.7531123671684847,0,8,890.5,0.0,4.804021044733257,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,196.0,80.0,276.0,92,2,76.14806851542524,135.0,21,58,0.1010921495276633,0.3007007282195177,2,1,1200.0,0.6105694238768554,0,9,27.6,0.0217391304347826,3.4339872044851463,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39.0,484.0,523.0,99,0,72.44179248573188,496.0,4,200,0.2498670425782303,0.4062147651217775,0,0,1200.0,0.3037898786311537,1,9,261.5,0.0,4.31748811353631,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,321.0,414.0,735.0,41,0,73.2161348191942,167.0,12,80,0.3978865093702031,0.0791370645375299,0,0,897.2500535472229,0.8272303005998529,0,9,183.75,0.0,4.574710978503383,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,108.0,520.0,628.0,48,0,84.4900642028881,493.0,20,207,0.558314825662061,0.5773792396626599,0,0,848.4792933271231,0.487686540720647,0,10,125.6,0.0,2.833213344056216,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,185.0,566.0,751.0,68,1,76.65398938188537,1266.0,11,104,0.1623559397171163,0.3509169980437912,0,0,1200.0,0.665751526622487,0,10,250.33333333333331,0.0147058823529411,4.04305126783455,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6,73.0,349.0,422.0,44,0,68.9180512368585,389.0,10,19,0.5845657818272915,0.4051979058804312,1,0,1200.0,0.4985951779088791,0,10,70.33333333333333,0.0,3.828641396489095,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6,513.0,751.0,1264.0,20,0,56.66702965867225,251.0,7,79,0.635964043538618,0.2427862769653666,0,0,1200.0,0.5836124074815754,0,11,210.66666666666663,0.0,4.07753744390572,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,91.0,68.0,159.0,17,0,66.62828501321324,125.0,4,228,0.2334036462176361,0.1727105095971514,1,0,729.754688898542,0.4629457594810831,0,11,53.0,0.0,2.3978952727983707,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,191.0,126.0,317.0,25,3,60.847878661441605,58.0,22,180,0.2982686586419297,0.2590843128144782,1,0,1200.0,0.7775800501147226,0,11,63.4,0.12,2.5649493574615367,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,311.0,82.0,393.0,117,0,68.96980030927857,322.0,6,189,0.1271639735479924,0.3236735047292327,0,0,637.4771044721441,0.4368681513537177,0,12,393.0,0.0,3.6635616461296463,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,340.0,306.0,646.0,47,1,72.68076878919496,157.0,7,18,0.3587327664961238,0.2986822206820808,0,1,1200.0,0.4751514366188447,0,12,38.0,0.0212765957446808,3.218875824868201,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,75.0,240.0,315.0,77,0,71.54149405547165,283.0,22,179,0.2357498601264677,0.097229163454198,0,1,829.6133199165222,0.6307070428703444,0,12,19.6875,0.0,4.770684624465665,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,368.0,215.0,583.0,28,0,59.28642040321177,590.0,12,120,0.4508375372455773,0.1981861154694771,0,0,1200.0,0.7339414603785285,0,13,145.75,0.0,3.218875824868201,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,77.0,32.0,109.0,24,1,85.328149833169,192.0,50,83,0.2445555248239159,0.0482137350343546,0,1,1200.0,0.4875424799555077,0,13,7.266666666666667,0.0416666666666666,3.1780538303479458,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
34,80.0,59.0,139.0,83,0,62.873438614965664,1093.0,15,111,0.5213730449501903,0.1943021710574754,0,0,1200.0,0.6381928515608815,0,13,4.088235294117647,0.0,4.983606621708336,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21,478.0,100.0,578.0,31,1,64.10538197560874,645.0,18,32,0.2211088329284717,0.0774366492573217,0,0,1037.924187288566,0.2845213165083566,0,14,27.52380952380953,0.032258064516129,3.332204510175204,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,111.0,12.98,118.0,17,0,72.72590159566519,873.0,5,225,0.1865694846915647,0.181612956187084,1,0,488.9379785074104,0.7788744748649681,0,14,118.0,0.0,3.951243718581428,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,506.0,86.0,592.0,56,0,74.53001626054458,224.0,7,194,0.3217562070593842,0.0849360730467597,0,0,1075.8169897051885,0.5857394089613109,0,14,197.33333333333331,0.0,4.143134726391533,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
